,seller_id,product_category,product_count
0,1f50f920176fa81dab994f9023523100,garden_tools,1877
1,6560211a19b47992c3666cc44a7e94c0,watches_present,1595
2,4a3ca9315b744ce9f8e9374361493884,bed_table_bath,1540
3,1025f0e2d44d7041d6cf58b6550e0bfa,furniture_decoration,1284
4,da8622b14eb17ae2831f4ac5b9dab84a,bed_table_bath,1274
